speed_bin,effort_bin,speed_desc,effort_desc,fitness,amp_0,amp_1,amp_2,amp_3
13,6,1.08,0.52,1.0789478380334219,0.3286270806547751,-0.18722627711985895,0.6280407693320693,-0.6660541601845922
13,5,1.08,0.44,1.0640966660656352,-0.7401569893290567,-0.04859014754813251,-0.5461813018982318,0.3396279893650207
13,10,1.08,0.84,1.063019643340194,0.5161754801707477,-0.2909480637402633,0.9413960487898065,0.7862422426443954
13,11,1.08,0.92,1.051920118662835,-0.12980587999392412,0.9847511281116741,0.7833545325098279,0.49721603891389843
13,15,1.08,1.24,1.038170520599568,-0.7845181080882069,0.8320236902752158,-0.5395720182102384,-0.9251748876476404
12,6,1.0,0.52,1.003672263654842,0.16212227940078994,-0.30626039093032587,0.1818309829628335,-0.954392257940605
12,11,1.0,0.92,0.931579464328543,0.8171613814152141,0.3994142676214991,-0.46826007708096085,0.9383527546954478
11,10,0.92,0.84,0.9001677361450814,-0.6914210158649043,0.36609790648490925,0.48952431181563427,0.93501946486842
10,3,0.84,0.28,0.8800380059924441,-0.41281248446663277,0.3238330294537901,0.11406430468255668,0.567796418212827
11,8,0.92,0.68,0.8710771834945054,-0.916771652276215,-0.012018361510962139,-0.34027757533442937,-0.7109516222679062
10,4,0.84,0.36,0.8662466218651095,-0.43753243232198336,0.31884526938380353,0.4539892285737652,0.537294983835314
11,13,0.92,1.08,0.8480528353928405,-0.27637477889321915,-0.824700161367798,-0.7639881957589694,0.9237953290990291
10,8,0.84,0.68,0.7944751091247746,-0.7437727346489083,-0.09922812420886573,-0.25840395153483753,0.8535299776972036
10,11,0.84,0.92,0.7860144239189575,-0.7378844968853735,-0.7524923926993108,0.8551251020130153,-0.20484361235011872
9,7,0.76,0.6,0.7453816968374651,0.2679502233621702,-0.7882051924984934,-0.7193208058721747,-0.16177136136739234
8,1,0.68,0.12,0.6731350194494004,0.2694366400011816,0.10715880131599165,0.11841432149082709,-0.3920998038747756
7,2,0.6,0.2,0.6401796080571395,0.3368059235809433,-0.057807587713734954,0.13047221296237765,0.5299977148320512
8,8,0.68,0.68,0.6282453312243906,0.1091695740316696,-0.8723654877916494,0.6552623439851641,0.2633287982441297
8,10,0.68,0.84,0.6263620087436482,-0.8072180756930014,0.8052047930876833,-0.08844742033277786,-0.5952732704095394
8,5,0.68,0.44,0.6225324115924705,0.10970493878296672,-0.2581554322751225,0.6595794862648263,0.6165029441286036
8,11,0.68,0.92,0.6036999453143044,-0.06523679688941697,0.5695268985043749,-0.9643264320460245,-0.7817120064685301
7,6,0.6,0.52,0.5948462417753037,-0.08216844892332009,0.13748239190578748,-0.7204060037446851,-0.7709398529280531
7,1,0.6,0.12,0.5774056208521959,-0.053021197886092386,-0.46604867381621284,-0.33686200531489563,0.041344804943075575
7,7,0.6,0.6,0.5757413926471768,0.7815849817570497,0.7868932793957264,0.037716720772898116,-0.368141896338414
7,4,0.6,0.36,0.5583996145683144,0.2877302401613291,0.64552322654166,-0.11317160234533774,-0.5455225564304462
7,5,0.6,0.44,0.548025528043414,0.16819593782547115,0.29969320310964,-0.8311113577202218,-0.16838519565878074
6,3,0.52,0.28,0.5433763251343193,0.5575018079315892,0.4337803783179912,-0.10127699571242266,-0.45551687630968196
6,4,0.52,0.36,0.5277506687848763,-0.7563349907429378,0.012659863241266,0.38852487128577295,0.16223321844180472
6,6,0.52,0.52,0.5160478800794809,0.544024864221976,0.32332252633552216,-0.25268454225257986,-0.8110666638769695
7,9,0.6,0.76,0.5133204684338546,0.5548096764823551,0.9436528521219347,0.0014823724046846287,-0.7122049948974984
6,12,0.52,1.0,0.4820743650369592,-0.12217707938990663,-0.9567758402393391,0.6525838483887156,0.7923215436795334
8,23,0.68,1.88,0.4813023439483539,0.9666043607591812,0.9783362679615777,-0.9866079712816407,-0.9953320922539008
7,18,0.6,1.48,0.4701642335509649,0.9050624392893669,-0.6779717954729083,-0.997463759116594,0.9147661530036377
